x;y;gid;Name;description;new
6.0542069;51.008904;292;Kebaphaus Birgden;Imbiss;Restaurant
6.0495969;51.0094994;293;Gaststätte Krükel, Inhaber Manuela Schmitz;Gaststätte;Restaurant
6.0540083;51.0088141;294;Il Genio Pizzeria;Pizzeria;Restaurant
6.0602892;51.0103456;295;Bäckerei;Bäckerei;Baecker
6.072278;50.9819426;296;Bäckerei;Bäckerei;Baecker
6.0565788;51.0093838;297;Restaurant;Restaurant;Restaurant
6.119609;50.9627819;298;Sonador Grill;Imbiss;Restaurant
6.1231808;50.962863;299;Restaurant;Restaurant;Restaurant
6.0919675;50.9898679;301;Bäckerei;Bäckerei;Baecker
6.1684543;50.9522145;303;Bäckerei;Bäckerei;Baecker
6.167993;50.9517735;304;Gaststätte;Gaststätte;Restaurant
6.1664387;51.0039846;306;Imbiss;Imbiss;Restaurant
6.208287;50.9968639;307;Imbiss;Imbiss;Restaurant
6.2057876;50.9962313;308;Gaststätte;Gaststätte;Restaurant
6.2057769;50.9974472;309;Bremer, W;Imbiss;Restaurant
6.2431995;51.0036032;310;Pizzeria;Pizzeria;Restaurant
6.2424519;51.0034673;311;Grillstube;Gaststätte;Restaurant
5.99972;51.052236;312;"Imbiss & Catering Flatroyal der ""Pommeswagen vor Ort"" zu Ihrer Party";Imbiss;Restaurant
6.038123;51.050973;313;Michas Imbiss;Imbiss;Restaurant
6.0390932;51.0558901;314;Bäckerei Speis;Bäckerei;Baecker
6.0394899;51.0560426;315;"Zur Post ""Savo""";Restaurant;Restaurant
5.9971827;51.0597971;316;Landbäckerei Stinges;Bäckerei;Baecker
5.9893064;51.0655467;317;Bischofs F.;Metzger;Metzger
5.9891017;51.0656085;318;Vogten H.;Imbiss;Restaurant
5.9880344;51.0660082;319;Ratsstube;Restaurant;Restaurant
5.9881108;51.065861;320;Pizzeria Kebaphaus bei Rino;Pizzeria;Restaurant
5.9886512;51.0659794;321;Pizzeria Mario e Rino;Pizzeria;Restaurant
6.0161647;51.0841486;322;Bäckerei Speis;Bäckerei;Baecker
6.0188811;51.0887814;323;Pizzeria Mega;Pizzeria;Restaurant
6.0605852;51.0809914;327;GOURMET VERSAND;Imbiss;Restaurant
6.06629;51.07796;328;Pfannkuchenhaus und Partyservice;Restaurant;Restaurant
6.0722074;51.074754;330;Fleischerei Bischofs;Fleischerei;Metzger
6.0786;51.0974;331;Metzgerei Kurt Heinrichs;Metzgerei;Metzger
6.071337;51.1023028;332;Landbäckerei Stinges;Bäckerei;Baecker
6.0712497;51.1022797;333;Wurstspezialitäten Esser;Metzger;Metzger
6.1018773;51.0933954;334;Gaststätte Am DORFPLATZ;Gaststätte;Restaurant
6.1034093;51.1052518;335;Tortentastisch;Konditorei;Baecker
6.1022421;51.1080985;336;Pizzeria Capri;Pizzeria;Restaurant
6.1008085;51.1218529;337;Effelder Spargelfest;Restaurant;Restaurant
6.1015695;51.1235682;338;Restaurant Ohlenforst;Restaurant;Restaurant
6.10485;51.12742;339;Effelder Bürgerstube;Restaurant;Restaurant
6.15923;51.09182;340;Kamps Bäckerei;Bäckerei;Baecker
